,Director Name,Title,Budget,Box Office,Rating,Number of Ratings,Genre,Date of Release,Production House,Runtime,MPAA Rating
586,Mani Ratnam,Geethanjali,0.0,0.0,5.5,10.0,Drama,1989-05-10,,137.0,NULL
587,Mani Ratnam,Anjali,2000000.0,0.0,6.938,16.0,Drama,1990-07-12,G. V. Films,150.0,NULL
588,Mani Ratnam,Idhaya Kovil,0.0,0.0,6.0,1.0,Drama,1985-09-14,Motherland Pictures,130.0,NULL
589,Mani Ratnam,Pagal Nilavu,0.0,0.0,0.0,0.0,Crime,1985-06-25,Sathya Jyothi Films,141.0,NULL
590,Mani Ratnam,O Kadhal Kanmani,940000.0,5100000.0,6.8,48.0,Romance,2015-04-16,Madras Talkies,139.0,PG
591,Mani Ratnam,Unaru,0.0,0.0,0.0,0.0,Drama,1984-02-05,Geo Movie Production,141.0,NULL
592,Mani Ratnam,Kaatru Veliyidai,0.0,0.0,5.558,26.0,Romance,2017-04-07,Madras Talkies,147.0,NULL
593,Mani Ratnam,Chekka Chivantha Vaanam,0.0,0.0,6.56,42.0,Action,2018-09-27,Lyca Productions,143.0,NULL
594,Mani Ratnam,Ponniyin Selvan: Part I,0.0,0.0,7.186,59.0,Action,2022-09-30,Lyca Productions,167.0,NULL
595,Mani Ratnam,Ponniyin Selvan: Part II,0.0,0.0,6.69,29.0,Action,2023-04-28,Madras Talkies,164.0,NULL
596,Mani Ratnam,KH 234,0.0,0.0,0.0,0.0,,,Raajkamal Films International,0.0,NULL
597,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,93000000.0,871368364.0,8.404,23430.0,Adventure,2001-12-18,New Line Cinema,179.0,PG-13
598,Peter Jackson,The Lord of the Rings: The Return of the King,94000000.0,1118888979.0,8.474,22451.0,Adventure,2003-12-01,New Line Cinema,201.0,PG-13
599,Peter Jackson,King Kong,207000000.0,562363449.0,6.871,7331.0,Adventure,2005-12-12,Universal Pictures,187.0,PG-13
600,Peter Jackson,Braindead,3000000.0,242623.0,7.394,1471.0,Horror,1992-08-13,WingNut Films,103.0,R
601,Peter Jackson,Heavenly Creatures,5000000.0,3049135.0,7.004,829.0,Drama,1994-09-12,Miramax,109.0,R
602,Peter Jackson,The Frighteners,30000000.0,29359216.0,6.9,1379.0,Horror,1996-07-18,WingNut Films,110.0,R
603,Peter Jackson,The Lovely Bones,65000000.0,93621340.0,7.073,4258.0,Fantasy,2009-12-26,WingNut Films,136.0,PG-13
604,Peter Jackson,Meet the Feebles,750000.0,0.0,6.325,254.0,Comedy,1989-08-12,WingNut Films,93.0,R
605,Peter Jackson,Forgotten Silver,650000.0,0.0,7.2,101.0,Comedy,2000-02-23,WingNut Films,53.0,
606,Peter Jackson,Bad Taste,150000.0,0.0,6.343,740.0,Action,1987-12-01,WingNut Films,92.0,NULL
607,Peter Jackson,The Hobbit: An Unexpected Journey,250000000.0,1021103568.0,7.341,17415.0,Adventure,2012-12-12,Warner Bros. Pictures,169.0,PG-13
608,Peter Jackson,The Hobbit: The Desolation of Smaug,250000000.0,958400000.0,7.571,12307.0,Fantasy,2013-12-11,Warner Bros. Pictures,161.0,PG-13
609,Peter Jackson,The Hobbit: The Battle of the Five Armies,250000000.0,956019788.0,7.31,13351.0,Action,2014-12-10,Warner Bros. Pictures,144.0,
610,Peter Jackson,The Valley,0.0,0.0,0.0,0.0,Animation,1976-01-01,,20.0,NULL
611,Peter Jackson,The Making of 'The Frighteners',0.0,0.0,8.833,5.0,Documentary,1998-11-24,WingNut Films,269.0,
612,Peter Jackson,The Lost Spider Pit Sequence,0.0,0.0,6.917,6.0,Thriller,2005-11-22,,6.0,NULL
613,Peter Jackson,Crossing the Line,0.0,0.0,8.5,2.0,War,2008-04-16,Red Digital Cinema,15.0,
614,Peter Jackson,They Shall Not Grow Old,0.0,20904188.0,7.762,519.0,Documentary,2018-11-09,Imperial War Museums,99.0,R
615,Peter Jackson,The Lord of the Rings: The Two Towers,79000000.0,926287400.0,8.386,20367.0,Adventure,2002-12-18,New Line Cinema,179.0,PG-13
616,Peter Jackson,The Beatles: Get Back - The Rooftop Concert,0.0,500000.0,7.848,23.0,Music,2022-01-30,WingNut Films,65.0,PG-13
617,Peter Jackson,M4's The Hobbit Book Edit,0.0,0.0,0.0,0.0,Adventure,2021-10-31,,258.0,PG-13
618,Sergio Leone,Once Upon a Time in America,30000000.0,5500000.0,8.427,4896.0,Drama,1984-05-23,The Ladd Company,229.0,
619,Sergio Leone,"Duck, You Sucker",0.0,0.0,7.7,954.0,Western,1971-10-20,Rafran Cinematografica,157.0,PG
620,Sergio Leone,A Fistful of Dollars,200000.0,14500000.0,7.847,3792.0,Western,1964-09-12,Jolly Film,99.0,R
621,Sergio Leone,"The Good, the Bad and the Ugly",1200000.0,38900000.0,8.472,7809.0,Western,1966-12-23,United Artists,161.0,R
622,Sergio Leone,For a Few Dollars More,600000.0,15000000.0,8.016,3581.0,Western,1965-12-18,PEA,132.0,R
623,Sergio Leone,The Colossus of Rhodes,0.0,350000.0,6.052,155.0,History,1961-06-15,Produzioni Atlas Consorziate,127.0,
624,Sergio Leone,The King of Ads,0.0,0.0,4.786,7.0,Documentary,1991-11-01,Cinémathèque JM Boursicot (FR),91.0,NULL
625,Sergio Leone,Once Upon a Time in the West,5000000.0,5380118.0,8.3,3944.0,Drama,1968-12-21,Paramount,166.0,
626,Luis Buñuel,Land Without Bread,0.0,0.0,7.098,143.0,Documentary,1933-12-01,Ramón Acín,29.0,NULL
627,Luis Buñuel,Belle de Jour,0.0,0.0,7.396,780.0,Drama,1967-05-24,Paris Films Productions,101.0,R
628,Luis Buñuel,The Young and the Damned,0.0,0.0,8.1,430.0,Crime,1950-12-09,Ultramar Films,77.0,
629,Luis Buñuel,Viridiana,0.0,679244.0,7.665,463.0,Drama,1962-04-01,Unión Industrial Cinematográfica,90.0,
630,Luis Buñuel,The Discreet Charm of the Bourgeoisie,800000.0,0.0,7.537,696.0,Comedy,1972-09-15,Greenwich Film Production,101.0,
631,Luis Buñuel,The Phantom of Liberty,0.0,0.0,7.541,254.0,Comedy,1974-09-10,Greenwich Film Production,104.0,
632,Luis Buñuel,L'Âge d'or,0.0,7940.0,6.8,270.0,Romance,1930-11-28,Vicomte de Noailles,63.0,NULL
633,Luis Buñuel,That Obscure Object of Desire,0.0,0.0,7.443,335.0,Comedy,1977-08-17,Incine,103.0,R
634,Luis Buñuel,The Young One,0.0,0.0,6.616,43.0,Drama,1960-09-05,Producciones Olmeca,95.0,
635,Luis Buñuel,The Milky Way,0.0,0.0,7.1,139.0,Comedy,1969-02-28,Fraia Film,102.0,
636,Luis Buñuel,Nazarin,0.0,0.0,7.72,123.0,Drama,1959-06-04,Producciones Barbachano Ponce,95.0,NULL
637,Luis Buñuel,Death in the Garden,0.0,0.0,6.589,62.0,Drama,1956-09-21,Producciones Tepeyac,105.0,NULL
638,Luis Buñuel,Tristana,0.0,0.0,7.3,224.0,Drama,1970-03-29,Época Films,98.0,PG-13
639,Luis Buñuel,The Exterminating Angel,0.0,0.0,7.954,590.0,Comedy,1962-05-16,Producciones Gustavo Alatriste,94.0,
640,Luis Buñuel,Diary of a Chambermaid,0.0,17754.0,7.166,178.0,Drama,1964-03-04,Spéva Films,97.0,
641,Luis Buñuel,Simon of the Desert,0.0,0.0,7.689,196.0,Comedy,1965-02-08,Sindicato de Trabajadores de la Producción Cinematográfica (STPC),45.0,
642,Luis Buñuel,The Brute,0.0,0.0,6.898,54.0,Drama,1953-02-05,Internacional Cinematográfica,81.0,
643,Luis Buñuel,Wuthering Heights,0.0,0.0,6.0,28.0,Drama,1954-06-30,Producciones Tepeyac,91.0,NULL
644,Luis Buñuel,Illusion Travels by Streetcar,0.0,0.0,6.368,38.0,Adventure,1954-03-10,Clasa Films Mundiales,90.0,NULL
645,Luis Buñuel,Él,0.0,0.0,7.6,119.0,Drama,1953-07-09,Producciones Tepeyac,92.0,
646,Luis Buñuel,The Criminal Life of Archibaldo de la Cruz,0.0,0.0,7.346,133.0,Comedy,1955-05-19,Alianza Cinematográfica Española,89.0,NULL
647,Luis Buñuel,Susana,0.0,0.0,6.6,35.0,Drama,1951-04-11,Internacional Cinematográfica,86.0,
648,Luis Buñuel,Mexican Bus Ride,0.0,0.0,6.6,27.0,Comedy,1952-06-25,Producciones Isla S.A.,80.0,NULL
649,Luis Buñuel,The Great Madcap,0.0,0.0,7.074,34.0,Comedy,1949-11-25,Ultramar Films,92.0,NULL
650,Luis Buñuel,Gran Casino,0.0,0.0,5.2,21.0,Music,1947-06-12,Películas Anahuac S.A.,92.0,NULL
651,Luis Buñuel,Daughter of Deceit,0.0,0.0,5.9,23.0,Comedy,1951-08-28,Ultramar Films,78.0,
652,Luis Buñuel,Fever Mounts at El Pao,0.0,0.0,5.826,23.0,Drama,1959-12-05,Le Groupe des Quatre,97.0,NULL
653,Luis Buñuel,A Woman Without Love,0.0,0.0,5.579,19.0,Drama,1952-07-30,Internacional Cinematográfica,85.0,NULL
654,Luis Buñuel,Robinson Crusoe,350000.0,0.0,6.123,77.0,Adventure,1954-08-05,Producciones Tepeyac,90.0,PG
655,Luis Buñuel,The River and Death,0.0,0.0,6.19,21.0,Drama,1954-08-22,Clasa Films Mundiales,91.0,NULL
656,Luis Buñuel,That Is the Dawn,0.0,0.0,6.591,22.0,Drama,1956-05-09,Laetitia Film,102.0,NULL
657,Luis Buñuel,Un Chien Andalou,0.0,0.0,7.477,1169.0,Fantasy,1929-06-05,,16.0,NULL
658,Luis Buñuel,Eating Sea Urchins,0.0,0.0,0.0,0.0,Documentary,2000-05-24,,4.0,NULL
659,David Fincher,Se7en,33000000.0,327311859.0,8.368,19501.0,Crime,1995-09-22,New Line Cinema,127.0,R
660,David Fincher,Zodiac,65000000.0,84785914.0,7.519,9649.0,Crime,2007-03-02,Paramount,157.0,R
661,David Fincher,The Game,50000000.0,109423648.0,7.561,6002.0,Drama,1997-09-12,PolyGram Filmed Entertainment,129.0,
662,David Fincher,Panic Room,48000000.0,197079546.0,6.761,4546.0,Crime,2002-03-29,Columbia Pictures,111.0,R
663,David Fincher,The Curious Case of Benjamin Button,150000000.0,335802786.0,7.579,11946.0,Drama,2008-12-25,Paramount,166.0,PG-13
664,David Fincher,Alien³,50000000.0,159773545.0,6.354,5092.0,Science Fiction,1992-05-22,Brandywine Productions,114.0,R
665,David Fincher,The Social Network,40000000.0,224920315.0,7.36,11234.0,Drama,2010-10-01,Columbia Pictures,121.0,PG-13
666,David Fincher,The Girl with the Dragon Tattoo,90000000.0,232617430.0,7.361,6499.0,Thriller,2011-12-14,Ground Control,158.0,R
667,David Fincher,Gone Girl,61000000.0,369330363.0,7.893,17446.0,Mystery,2014-10-01,Regency Enterprises,149.0,R
668,David Fincher,Mank,25000000.0,122252.0,6.737,1462.0,Drama,2020-11-13,Netflix International Pictures,132.0,R
669,David Fincher,Madonna: The Immaculate Collection,0.0,0.0,8.633,49.0,Music,1990-11-13,Jellybean Productions,60.0,PG
670,David Fincher,The Killer,0.0,0.0,0.0,0.0,Crime,2023-10-25,Netflix,118.0,
671,David Fincher,Fight Club,63000000.0,100853753.0,8.439,27359.0,Drama,1999-10-15,Regency Enterprises,139.0,
672,David Fincher,Rick Springfield: The Beat of the Live Drum,0.0,0.0,6.0,6.0,Music,1985-01-01,,71.0,
673,Howard Hawks,Rio Bravo,0.0,5800000.0,7.837,1025.0,Western,1959-03-18,Warner Bros. Pictures,141.0,NR
674,Howard Hawks,Gentlemen Prefer Blondes,2300000.0,5300000.0,7.326,863.0,Comedy,1953-07-14,20th Century Fox,91.0,NR
675,Howard Hawks,Scarface,0.0,600000.0,7.468,540.0,Crime,1932-04-09,The Caddo Company,93.0,NR
676,Howard Hawks,Bringing Up Baby,1073000.0,0.0,7.573,874.0,Comedy,1938-02-18,RKO Radio Pictures,102.0,
677,Howard Hawks,The Big Sleep,1600000.0,4900000.0,7.615,921.0,Crime,1946-08-23,Warner Bros. Pictures,114.0,NR
678,Howard Hawks,His Girl Friday,0.0,0.0,7.4,726.0,Comedy,1940-01-18,Columbia Pictures,92.0,NR
679,Howard Hawks,Red River,3000000.0,9012000.0,7.391,464.0,Western,1948-08-26,United Artists,133.0,NR
680,Howard Hawks,Hatari!,0.0,0.0,6.618,207.0,Adventure,1962-06-19,Paramount,157.0,
681,Howard Hawks,To Have and Have Not,0.0,3650000.0,7.4,456.0,Adventure,1945-01-20,Warner Bros. Pictures,100.0,
682,Howard Hawks,El Dorado,4653000.0,6000000.0,7.4,468.0,Western,1966-12-17,Paramount,126.0,G
683,Howard Hawks,I Was a Male War Bride,0.0,0.0,6.905,121.0,Comedy,1949-08-26,20th Century Fox,105.0,
684,Howard Hawks,O. Henry's Full House,0.0,0.0,6.3,26.0,Drama,1952-08-07,20th Century Fox,117.0,NR
685,Howard Hawks,Monkey Business,0.0,2000000.0,6.7,225.0,Comedy,1952-09-03,20th Century Fox,97.0,NR
686,Howard Hawks,Twentieth Century,0.0,0.0,6.8,87.0,Comedy,1934-05-11,Columbia Pictures,91.0,NR
687,Howard Hawks,Rio Lobo,0.0,0.0,6.376,222.0,Western,1970-04-01,Cinema Center Films,114.0,G
688,Howard Hawks,Ball of Fire,0.0,2641000.0,7.4,179.0,Comedy,1941-12-02,Samuel Goldwyn Productions,111.0,NR
689,Howard Hawks,Land of the Pharaohs,2900000.0,0.0,6.154,68.0,Drama,1955-07-24,Continental Film,105.0,PG
690,Howard Hawks,The Criminal Code,0.0,0.0,6.19,21.0,Crime,1931-01-03,Columbia Pictures,97.0,
691,Howard Hawks,The Big Sky,140.0,0.0,6.506,77.0,Adventure,1952-08-19,RKO Radio Pictures,140.0,NR
692,Howard Hawks,Only Angels Have Wings,0.0,0.0,7.305,203.0,Romance,1939-05-15,Columbia Pictures,121.0,NR
693,Howard Hawks,Air Force,0.0,0.0,6.4,49.0,Action,1943-03-20,Warner Bros. Pictures,124.0,NR
694,Howard Hawks,Sergeant York,1400000.0,16361885.0,7.2,183.0,History,1941-09-27,Warner Bros. Pictures,134.0,NR
695,Howard Hawks,Man's Favorite Sport?,0.0,0.0,7.0,107.0,Comedy,1964-01-31,Universal Pictures,120.0,NR
696,Howard Hawks,A Song Is Born,2400000.0,0.0,6.5,36.0,Comedy,1948-10-19,Samuel Goldwyn Productions,113.0,NR
697,Howard Hawks,Red Line 7000,0.0,0.0,5.308,26.0,Action,1965-11-09,Paramount,110.0,NR
698,Howard Hawks,The Dawn Patrol,0.0,0.0,6.7,20.0,War,1930-07-10,First National Pictures,108.0,
699,Howard Hawks,Ceiling Zero,0.0,0.0,5.6,14.0,Adventure,1936-01-16,Cosmopolitan Productions,95.0,NR
700,Howard Hawks,Come and Get It,0.0,0.0,6.7,28.0,Drama,1936-11-06,Howard Productions,99.0,
701,Howard Hawks,Barbary Coast,0.0,0.0,6.786,21.0,Romance,1935-10-13,Samuel Goldwyn Productions,91.0,NR
702,Howard Hawks,Today We Live,0.0,0.0,6.5,14.0,Drama,1933-03-03,Metro-Goldwyn-Mayer,113.0,NR
703,Howard Hawks,Paid to Love,0.0,0.0,6.0,2.0,Romance,1927-07-23,Fox Film Corporation,76.0,
704,Howard Hawks,Fazil,0.0,0.0,5.1,7.0,Romance,1928-06-04,Fox Film Corporation,88.0,
705,Howard Hawks,The Road to Glory,0.0,0.0,6.4,4.0,Drama,1936-09-04,20th Century Fox,103.0,
706,Howard Hawks,Tiger Shark,0.0,0.0,7.4,9.0,Drama,1932-09-24,First National Pictures,77.0,NR
707,Howard Hawks,The Crowd Roars,0.0,0.0,6.0,17.0,Drama,1932-04-16,Warner Bros. Pictures,85.0,NR
708,Howard Hawks,A Girl in Every Port,0.0,0.0,6.5,14.0,Adventure,1928-02-26,Fox Film Corporation,78.0,NR
709,Howard Hawks,Fig Leaves,0.0,0.0,5.8,21.0,Comedy,1926-08-22,Fox Film Corporation,70.0,
710,Howard Hawks,Trent's Last Case,0.0,0.0,0.0,0.0,Crime,1928-07-01,Fox Film Corporation,66.0,
711,Howard Hawks,The Cradle Snatchers,0.0,0.0,0.0,0.0,Comedy,1927-05-28,Fox Film Corporation,59.0,
712,Howard Hawks,The Air Circus,0.0,0.0,0.0,0.0,Drama,1928-09-29,Fox Film Corporation,118.0,NR
713,Howard Hawks,The Road to Glory,0.0,0.0,0.0,0.0,Drama,1926-02-07,Fox Film Corporation,93.0,
714,Howard Hawks,The Thing from Another World,0.0,0.0,6.753,515.0,Drama,1951-04-05,Winchester Pictures Corporation,87.0,NR
715,Fritz Lang,Metropolis,1300000.0,650422.0,8.2,2444.0,Drama,1927-02-06,UFA,149.0,NR
716,Fritz Lang,Secret Beyond the Door...,0.0,0.0,6.435,115.0,Mystery,1947-12-24,"Diana Productions, Inc.",99.0,
717,Fritz Lang,M,0.0,0.0,8.095,1928.0,Drama,1931-05-11,Nero-Film AG,111.0,PG-13
718,Fritz Lang,Woman in the Moon,0.0,0.0,7.244,84.0,Drama,1929-10-14,UFA,170.0,
719,Fritz Lang,Beyond a Reasonable Doubt,0.0,0.0,6.923,94.0,Crime,1956-09-13,Bert E. Friedlob Productions,80.0,NR
720,Fritz Lang,House by the River,0.0,0.0,6.7,68.0,Crime,1950-03-25,Republic Pictures,88.0,
721,Fritz Lang,Ministry of Fear,0.0,0.0,6.9,152.0,Mystery,1944-05-19,Paramount,86.0,NR
722,Fritz Lang,Human Desire,0.0,0.0,6.721,102.0,Drama,1954-08-05,Columbia Pictures,91.0,
723,Fritz Lang,The Blue Gardenia,0.0,0.0,6.539,77.0,Crime,1953-03-20,Blue Gardenia Productions,88.0,NR
724,Fritz Lang,"Dr. Mabuse, the Gambler",0.0,0.0,7.648,172.0,Crime,1922-04-27,Uco-Film GmbH,271.0,
725,Fritz Lang,Hangmen Also Die!,0.0,0.0,6.952,104.0,Drama,1943-04-15,United Artists,134.0,NR
726,Fritz Lang,Man Hunt,0.0,0.0,7.0,104.0,Thriller,1941-06-13,20th Century Fox,105.0,NR
727,Fritz Lang,Clash by Night,0.0,0.0,6.596,99.0,Drama,1952-05-30,RKO Radio Pictures,105.0,
728,Fritz Lang,Die Nibelungen: Siegfried,0.0,0.0,7.8,116.0,Adventure,1924-02-14,UFA,148.0,
729,Fritz Lang,The Testament of Dr. Mabuse,0.0,27690.0,7.6,216.0,Crime,1933-04-21,Nero-Film AG,122.0,NR
730,Fritz Lang,Rancho Notorious,0.0,0.0,6.5,86.0,Drama,1952-03-06,Fidelity Pictures Corporation,86.0,NR
731,Fritz Lang,Destiny,0.0,0.0,7.457,138.0,Drama,1921-10-06,Decla-Bioscop,98.0,
732,Fritz Lang,The Big Heat,0.0,0.0,7.662,438.0,Crime,1953-10-14,Columbia Pictures,89.0,NR
733,Fritz Lang,Die Nibelungen: Kriemhild's Revenge,0.0,0.0,7.6,86.0,Adventure,1924-04-26,UFA,129.0,
734,Fritz Lang,Fury,604000.0,1300000.0,7.482,192.0,Crime,1936-06-05,Metro-Goldwyn-Mayer,92.0,NR
735,Fritz Lang,Moonfleet,1955000.0,0.0,6.4,93.0,Adventure,1955-06-24,Metro-Goldwyn-Mayer,87.0,NR
736,Fritz Lang,While the City Sleeps,0.0,0.0,6.996,116.0,Drama,1956-04-19,Bert E. Friedlob Productions,100.0,NR
737,Fritz Lang,Western Union,0.0,0.0,6.0,65.0,Western,1941-02-21,20th Century Fox,95.0,NR
738,Fritz Lang,The Return of Frank James,0.0,0.0,6.311,114.0,Western,1940-08-10,20th Century Fox,92.0,
739,Fritz Lang,Cloak and Dagger,0.0,0.0,6.471,51.0,Drama,1946-09-28,Warner Bros. Pictures,106.0,
740,Fritz Lang,Liliom,0.0,0.0,6.306,18.0,Drama,1934-05-15,Les Productions Fox Europa,118.0,NR
741,Fritz Lang,You and Me,0.0,0.0,6.839,28.0,Crime,1938-06-01,Paramount,94.0,NR
742,Fritz Lang,Scarlet Street,1202000.0,2948500.0,7.62,324.0,Drama,1945-12-25,"Diana Productions, Inc.",103.0,NR
743,Fritz Lang,The Woman in the Window,0.0,0.0,7.423,299.0,Thriller,1944-10-25,International Pictures,99.0,NR
744,Fritz Lang,"The 1,000 Eyes of Dr. Mabuse",0.0,0.0,6.948,87.0,Crime,1960-09-13,Critérion Film,99.0,
745,Fritz Lang,The Indian Tomb,0.0,0.0,6.027,91.0,Adventure,1959-03-05,Critérion Film,97.0,
746,Fritz Lang,The Tiger of Eschnapur,0.0,4673.0,6.3,116.0,Adventure,1959-01-21,Regina Films,101.0,
747,Fritz Lang,You Only Live Once,575.0,0.0,7.168,149.0,Crime,1937-01-23,Walter Wanger Productions,86.0,NR
748,Fritz Lang,American Guerrilla in the Philippines,0.0,0.0,5.7,11.0,Drama,1950-11-08,20th Century Fox,105.0,NR
749,Fritz Lang,The Spiders - The Golden Sea,0.0,0.0,5.882,34.0,Adventure,1919-10-03,Decla-Bioscop,69.0,NULL
750,Fritz Lang,The Spiders - The Diamond Ship,0.0,0.0,5.879,29.0,Adventure,1920-02-06,Decla Film Gesellschaft Holz & Co.,105.0,NULL
751,Fritz Lang,Spies,0.0,0.0,7.4,66.0,Action,1928-03-22,UFA,145.0,
752,Fritz Lang,The Wandering Image,0.0,0.0,5.5,10.0,Drama,1920-12-25,May-Film,67.0,NULL
753,Fritz Lang,Journey to the Lost City,0.0,0.0,6.7,5.0,Adventure,1960-10-01,Criterion Productions,95.0,
754,Fritz Lang,Harakiri,0.0,0.0,5.889,18.0,Drama,1919-12-18,Decla-Bioscop,80.0,NULL
755,Fritz Lang,Four Around the Woman,0.0,0.0,5.8,15.0,Drama,1921-02-03,Decla-Bioscop,85.0,NULL
756,Fritz Lang,Half-Blood,0.0,0.0,0.0,0.0,Drama,1919-04-03,Decla Film Gesellschaft Holz & Co.,54.0,NULL
757,Fritz Lang,Master of Love,0.0,0.0,0.0,0.0,Drama,1919-09-24,Helios Film,60.0,NULL
758,Fritz Lang,Giorgio Moroder's Metropolis,200000.0,0.0,8.1,9.0,Science Fiction,1984-08-10,Kino International,83.0,NR
759,Fritz Lang,"Dr. Mabuse, the Gambler: Part 1 – The Great Gambler",0.0,0.0,7.3,3.0,Crime,1922-04-27,Uco-Film GmbH,154.0,NULL
760,Fritz Lang,"Dr. Mabuse, the Gambler: Part 2 – Inferno",0.0,0.0,5.0,1.0,Crime,1922-05-26,Uco-Film GmbH,114.0,NULL
761,Fritz Lang,Confirm or Deny,0.0,0.0,3.8,2.0,War,1941-12-12,20th Century Fox,74.0,
762,Sidney Lumet,Fail Safe,0.0,0.0,7.814,333.0,Drama,1964-10-07,Columbia Pictures,112.0,
763,Sidney Lumet,Family Business,0.0,12195695.0,5.627,212.0,Crime,1989-12-06,TriStar Pictures,110.0,R
764,Sidney Lumet,Murder on the Orient Express,1400000.0,35700000.0,7.142,1276.0,Drama,1974-11-22,EMI Films,128.0,PG
765,Sidney Lumet,Network,3800000.0,23689877.0,7.8,1528.0,Drama,1976-11-14,Metro-Goldwyn-Mayer,122.0,R
766,Sidney Lumet,Guilty as Sin,0.0,22886222.0,5.659,113.0,Drama,1993-06-04,Hollywood Pictures,107.0,R
767,Sidney Lumet,The Pawnbroker,500000.0,0.0,7.197,132.0,Crime,1964-06-01,The Pawnbroker Co.,116.0,NR
768,Sidney Lumet,The Anderson Tapes,3000000.0,0.0,6.12,137.0,Action,1971-06-17,Robert M. Weitman Productions,99.0,PG
769,Sidney Lumet,The Verdict,16000000.0,53977250.0,7.467,559.0,Drama,1982-12-08,20th Century Fox,129.0,R
770,Sidney Lumet,Q & A,0.0,0.0,5.8,154.0,Action,1990-04-27,TriStar Pictures,132.0,R
771,Sidney Lumet,Before the Devil Knows You're Dead,18000000.0,25005257.0,7.102,1345.0,Crime,2007-09-26,Michael Cerenzie Productions,117.0,R
772,Sidney Lumet,The Hill,0.0,0.0,7.6,188.0,Drama,1965-06-17,Seven Arts Productions,123.0,NR
773,Sidney Lumet,The Morning After,0.0,25147055.0,5.986,94.0,Crime,1986-12-25,American Filmworks,102.0,R
774,Sidney Lumet,The Wiz,24000000.0,21049053.0,5.977,222.0,Adventure,1978-10-24,Universal Pictures,134.0,G
775,Sidney Lumet,Prince of the City,8600000.0,8124257.0,7.061,132.0,Drama,1981-08-19,Orion Pictures,167.0,R
776,Sidney Lumet,Serpico,3000000.0,29800000.0,7.5,1730.0,Crime,1973-12-18,De Laurentiis Entertainment Group,130.0,
777,Sidney Lumet,The Offence,0.0,0.0,6.837,132.0,Crime,1973-01-11,Tantallon,112.0,R
778,Sidney Lumet,Find Me Guilty,13000000.0,2636637.0,6.5,439.0,Comedy,2006-03-16,Bob DeBrino Entertainment,125.0,R
779,Sidney Lumet,A Stranger Among Us,0.0,2960000.0,5.572,84.0,Crime,1992-07-17,Hollywood Pictures,110.0,PG-13
780,Sidney Lumet,Strip Search,0.0,0.0,6.29,31.0,Drama,2004-04-27,HBO Films,86.0,
781,Sidney Lumet,The Deadly Affair,0.0,0.0,6.2,76.0,Drama,1967-01-01,Sidney Lumet Film Productions,115.0,NR
782,Sidney Lumet,Long Day's Journey Into Night,500000.0,0.0,6.947,60.0,Drama,1962-10-09,First Company,174.0,
783,Sidney Lumet,Equus,0.0,0.0,7.032,124.0,Drama,1977-10-16,United Artists,137.0,R
784,Sidney Lumet,Critical Care,0.0,0.0,6.379,33.0,Comedy,1997-10-31,Mediaworks,107.0,R
785,Sidney Lumet,Gloria,30000000.0,4197729.0,5.723,101.0,Drama,1999-01-22,Mandalay Entertainment,108.0,R
786,Sidney Lumet,Night Falls on Manhattan,0.0,0.0,6.25,106.0,Crime,1996-10-22,Paramount,113.0,R
787,Sidney Lumet,Power,16000000.0,3800000.0,5.881,53.0,Drama,1986-01-31,Lorimar Productions,111.0,R
788,Sidney Lumet,Deathtrap,0.0,0.0,6.593,215.0,Comedy,1982-03-19,Warner Bros. Pictures,116.0,
789,Sidney Lumet,The Fugitive Kind,0.0,0.0,6.973,92.0,Romance,1960-04-14,Pennebaker Productions,119.0,NR
790,Sidney Lumet,Running on Empty,0.0,2835116.0,7.5,278.0,Drama,1988-09-09,Double Play,116.0,PG-13
791,Sidney Lumet,Child's Play,0.0,0.0,6.0,41.0,Drama,1972-12-12,Paramount,100.0,PG
792,Sidney Lumet,Bye Bye Braverman,0.0,0.0,6.9,8.0,Comedy,1968-02-21,Seven Arts Productions,94.0,
793,Sidney Lumet,Daniel,0.0,0.0,6.84,25.0,Drama,1983-08-26,Paramount,130.0,R
794,Sidney Lumet,The Group,0.0,0.0,5.5,24.0,Drama,1966-03-04,Famartists Productions S.A.,152.0,
795,Sidney Lumet,The Appointment,0.0,0.0,5.6,9.0,Drama,1969-05-22,Martin Poll Productions,115.0,
796,Sidney Lumet,Garbo Talks,0.0,0.0,6.1,22.0,Comedy,1984-10-12,United Artists,103.0,PG-13
797,Sidney Lumet,Stage Struck,94.0,0.0,6.0,13.0,Drama,1958-04-22,William Dozier Productions,95.0,
798,Sidney Lumet,A View from the Bridge,0.0,0.0,7.1,7.0,Drama,1962-01-19,,110.0,NR
799,Sidney Lumet,Just Tell Me What You Want,0.0,0.0,5.0,7.0,Comedy,1980-01-18,Warner Bros. Pictures,112.0,R
800,Sidney Lumet,The Sea Gull,0.0,0.0,6.286,7.0,Romance,1968-12-23,Warner Bros-Seven Arts,144.0,G
801,Sidney Lumet,Lovin' Molly,0.0,0.0,4.5,4.0,Romance,1974-04-14,Columbia Pictures,98.0,
802,Sidney Lumet,That Kind of Woman,0.0,0.0,6.1,10.0,Drama,1959-09-11,Paramount,92.0,
803,Sidney Lumet,Last of the Mobile Hot Shots,0.0,0.0,5.7,5.0,Drama,1970-01-14,Warner Bros. Pictures,100.0,
804,Sidney Lumet,Three Plays by Tennessee Williams,0.0,0.0,5.0,3.0,Drama,1958-04-15,Talent Associates,60.0,
