,Director Name,Title,Budget,Box Office,Rating,Number of Ratings,Genre,Date of Release,Production House,Runtime,MPAA Rating
0,Ertem Egilmez,The Chaos Class Failed the Class,0.0,0.0,7.876,101.0,Comedy,1975-04-15,Arzu Film,91.0,NULL
1,Ertem Egilmez,Arabesque,0.0,0.0,7.4,51.0,Comedy,1989-02-01,Arzu Film,105.0,NULL
2,Ertem Egilmez,The Chaos Class Is on Vacation,0.0,0.0,7.794,90.0,Adventure,1977-02-01,,97.0,NULL
3,Ertem Egilmez,Smiling Eyes,0.0,0.0,8.1,54.0,Family,1977-03-01,Arzu Film,97.0,NULL
4,Ertem Egilmez,The Blue Bead,0.0,0.0,7.649,67.0,Comedy,1974-01-01,Arzu Film,79.0,NULL
5,Ertem Egilmez,My Dear Brother,0.0,0.0,8.3,60.0,Drama,1973-03-01,Arzu Film,92.0,NULL
6,Ertem Egilmez,The Chaos Class,0.0,0.0,8.0,122.0,Comedy,1975-04-01,Arzu Film,87.0,NULL
7,Ertem Egilmez,The Chaos Class: Bye Bye,0.0,0.0,5.886,45.0,Comedy,1981-05-01,Arzu Film,78.0,NULL
8,Ertem Egilmez,Bilo the Banker,85000.0,243000.0,7.1,55.0,Drama,1980-01-01,Arzu Film,85.0,NULL
9,Ertem Egilmez,Handsome Poor Bilo,98000.0,425000.0,6.4,25.0,Drama,1979-09-07,Arzu Film,80.0,NULL
10,Ertem Egilmez,I Feel in Love,65000.0,176000.0,5.1,16.0,Comedy,1985-09-04,Burak Film,97.0,NULL
11,Ertem Egilmez,Milyarder,44350.0,194300.0,7.162,34.0,Family,1986-09-07,Arzu Film,96.0,NULL
12,Ertem Egilmez,Oh Olsun,0.0,0.0,6.9,33.0,Comedy,1973-01-01,Arzu Film,83.0,NULL
13,Ertem Egilmez,A Nation Awakens,55000.0,105000.0,8.0,2.0,History,1966-01-01,Arzu Film,0.0,NULL
14,Ertem Egilmez,Yalancı Yarim,0.0,0.0,6.6,19.0,Comedy,1973-12-01,,97.0,NULL
15,Ertem Egilmez,Tatlı Dillim,0.0,0.0,6.4,23.0,Comedy,1972-01-01,,94.0,NULL
16,Ertem Egilmez,Streetwalker,0.0,0.0,5.8,4.0,Drama,1970-01-02,Arzu Film,96.0,NULL
17,Ertem Egilmez,The Honest One,0.0,0.0,7.641,39.0,Comedy,1984-08-31,,93.0,NULL
18,Ertem Egilmez,Sev Kardeşim,0.0,0.0,6.4,16.0,Comedy,1972-06-26,Arzu Film,86.0,NULL
19,Ertem Egilmez,Kalbimin Efendisi,0.0,0.0,5.5,4.0,Romance,1970-01-01,Arzu Film,0.0,NULL
20,Ertem Egilmez,Once a Year,0.0,0.0,7.6,5.0,Drama,1971-01-01,Arzu Film,92.0,NULL
21,Ertem Egilmez,"Saban, Son of Saban",0.0,0.0,7.965,85.0,Comedy,1977-12-01,Arzu Film,90.0,
22,Ertem Egilmez,The Chaos Class Is Waking Up,0.0,0.0,7.984,92.0,Comedy,1976-11-20,Arzu Film,94.0,
23,Ertem Egilmez,Salak Milyoner,0.0,0.0,7.491,54.0,Comedy,1974-04-01,Arzu Film,84.0,NULL
24,Ertem Egilmez,From the Village to the City,0.0,0.0,7.924,72.0,Comedy,1974-10-01,Arzu Film,82.0,NULL
25,Ertem Egilmez,The Empty Frame,0.0,0.0,8.0,2.0,,1969-06-10,,85.0,NULL
26,Ertem Egilmez,Son Hıçkırık,0.0,0.0,6.3,3.0,,1971-12-07,,0.0,NULL
27,Ertem Egilmez,Beyoğlu Güzeli,0.0,0.0,5.6,5.0,Romance,1972-01-01,Arzu Film,99.0,NULL
28,Ertem Egilmez,Helal Adanalı Celal,0.0,0.0,0.0,0.0,Comedy,1965-10-09,Arzu Film,0.0,NULL
29,Ertem Egilmez,Kart Horoz,55000.0,105000.0,5.5,2.0,Comedy,1965-10-21,Erman Film,0.0,NULL
30,Ertem Egilmez,Fatoş'un Fendi Tayfur'u Yendi,0.0,0.0,0.0,0.0,Comedy,1964-12-10,Arzu Film,0.0,NULL
31,Ertem Egilmez,İngiliz Kemal,0.0,0.0,9.0,1.0,Action,1968-12-17,Arzu Film,0.0,NULL
32,Ertem Egilmez,The Foster Brothers,0.0,0.0,8.072,90.0,Comedy,1976-02-01,Arzu Film,80.0,NULL
33,Ertem Egilmez,Once a Year,55000.0,105000.0,6.0,2.0,Drama,1965-02-04,Erman Film,104.0,NULL
34,Ertem Egilmez,Precious Girl,0.0,0.0,0.0,0.0,Comedy,1967-01-01,Arzu Film,97.0,NULL
35,Ertem Egilmez,Bitch,0.0,0.0,0.0,0.0,Romance,1965-01-01,Arzu Film,95.0,NULL
36,Ertem Egilmez,Ben Bir Sokak Kadınıyım,55000.0,105000.0,0.0,0.0,Drama,1966-02-21,Arzu Film,103.0,NULL
37,Ertem Egilmez,Seni Seviyorum,55000.0,105000.0,0.0,0.0,Drama,1966-01-01,Arzu Film,0.0,NULL
38,Ertem Egilmez,Ölünceye Kadar,55000.0,105000.0,0.0,0.0,Drama,1967-04-03,Akün Film,0.0,NULL
39,Ertem Egilmez,Seni Bekleyeceğim,0.0,0.0,0.0,0.0,,1966-01-01,Arzu Film,0.0,NULL
40,Ertem Egilmez,Yaşlı Gözler,0.0,0.0,0.0,0.0,,1967-01-01,Arzu Film,0.0,NULL
41,Ertem Egilmez,Nilgün,0.0,0.0,6.0,1.0,,1968-09-11,,0.0,NULL
42,Ertem Egilmez,Sürtüğün Kızı,0.0,0.0,0.0,0.0,,1967-04-02,,0.0,NULL
43,Ertem Egilmez,Küçük Hanımefendi,0.0,0.0,5.0,1.0,Comedy,1968-12-30,,0.0,
44,Akira Kurosawa,Seven Samurai,2000000.0,346300.0,8.45,3259.0,Action,1954-04-26,TOHO,207.0,NR
45,Akira Kurosawa,Rashomon,250000.0,96568.0,8.1,1970.0,Crime,1950-08-26,Daiei Film,88.0,NR
46,Akira Kurosawa,The Hidden Fortress,0.0,0.0,7.96,537.0,Drama,1958-12-28,TOHO,139.0,NULL
47,Akira Kurosawa,Throne of Blood,0.0,13422.0,7.938,731.0,Drama,1957-01-15,TOHO,108.0,
48,Akira Kurosawa,Red Beard,0.0,0.0,8.076,308.0,Drama,1965-04-03,TOHO,185.0,
49,Akira Kurosawa,Ikiru,0.0,55240.0,8.331,987.0,Drama,1952-10-09,TOHO,143.0,
50,Akira Kurosawa,Rhapsody in August,0.0,0.0,7.14,120.0,Comedy,1991-05-25,Kurosawa Production,98.0,
51,Akira Kurosawa,Stray Dog,0.0,0.0,7.487,263.0,Crime,1949-10-17,Film Art Association,122.0,
52,Akira Kurosawa,I Live in Fear,0.0,0.0,7.271,96.0,Drama,1955-11-22,TOHO,103.0,NULL
53,Akira Kurosawa,Ran,11500005.0,11859533.0,8.07,1372.0,Action,1985-06-01,Nippon Herald Films,160.0,
54,Akira Kurosawa,Sanjuro,0.0,0.0,7.941,539.0,Drama,1962-01-01,TOHO,96.0,NR
55,Akira Kurosawa,The Bad Sleep Well,0.0,0.0,7.695,215.0,Crime,1960-09-15,TOHO,150.0,
56,Akira Kurosawa,Yojimbo,0.0,0.0,8.117,1275.0,Drama,1961-04-25,TOHO,110.0,NR
57,Akira Kurosawa,The Idiot,0.0,0.0,7.01,97.0,Drama,1951-05-23,Shochiku,166.0,NULL
58,Akira Kurosawa,Kagemusha,6000000.0,4000000.0,7.809,579.0,Action,1980-04-26,TOHO,180.0,PG
59,Akira Kurosawa,Drunken Angel,0.0,0.0,7.672,230.0,Drama,1948-04-27,TOHO,98.0,
60,Akira Kurosawa,Scandal,0.0,0.0,6.986,71.0,Drama,1950-04-30,Shochiku,104.0,NULL
61,Akira Kurosawa,High and Low,250000.0,0.0,8.325,754.0,Crime,1963-03-01,TOHO,142.0,
62,Akira Kurosawa,Dreams,0.0,0.0,7.664,403.0,Fantasy,1990-05-11,Warner Bros. Pictures,119.0,PG
63,Akira Kurosawa,Dodes'ka-den,0.0,0.0,7.2,116.0,Drama,1970-10-01,Yonki-no-Kai Productions,140.0,
64,Akira Kurosawa,The Lower Depths,0.0,0.0,7.1,111.0,Drama,1957-10-01,TOHO,125.0,
65,Akira Kurosawa,Dersu Uzala,4000000.0,0.0,8.019,463.0,Action,1975-08-02,Atelier 41,141.0,
66,Akira Kurosawa,Sanshiro Sugata,0.0,0.0,6.523,108.0,Drama,1943-03-25,Toho Film (Eiga) Co. Ltd.,80.0,NULL
67,Akira Kurosawa,Madadayo,0.0,0.0,7.4,102.0,Drama,1993-04-17,Tokuma Shoten,134.0,NULL
68,Akira Kurosawa,The Men Who Tread on the Tiger's Tail,0.0,0.0,6.8,76.0,Drama,1952-04-24,TOHO,59.0,NULL
69,Akira Kurosawa,No Regrets for Our Youth,0.0,0.0,6.838,65.0,Drama,1946-10-29,TOHO,110.0,NULL
70,Akira Kurosawa,The Quiet Duel,0.0,0.0,7.364,66.0,Drama,1949-03-19,Daiei Film,95.0,NULL
71,Akira Kurosawa,Sanshiro Sugata Part Two,0.0,0.0,6.2,47.0,Action,1945-05-03,TOHO,83.0,NULL
72,Akira Kurosawa,One Wonderful Sunday,0.0,0.0,7.26,75.0,Drama,1947-07-01,TOHO,108.0,NULL
73,Akira Kurosawa,The Most Beautiful,0.0,0.0,5.6,44.0,Drama,1944-04-13,TOHO,85.0,NULL
74,Akira Kurosawa,Song of the Horse,0.0,0.0,6.2,5.0,Documentary,1970-08-31,,73.0,NULL
75,Akira Kurosawa,Those Who Make Tomorrow,0.0,0.0,8.0,1.0,Drama,1946-05-02,TOHO,82.0,NULL
76,Alfred Hitchcock,North by Northwest,4000000.0,13275000.0,7.985,3762.0,Mystery,1959-07-08,Metro-Goldwyn-Mayer,136.0,
77,Alfred Hitchcock,Rebecca,1288000.0,7592465.0,7.909,1591.0,Mystery,1940-03-23,Selznick International Pictures,130.0,NR
78,Alfred Hitchcock,The 39 Steps,0.0,0.0,7.4,848.0,Mystery,1935-06-06,Gaumont-British Picture Corporation,86.0,NR
79,Alfred Hitchcock,Notorious,2000000.0,24500000.0,7.76,1428.0,Thriller,1946-08-21,RKO Radio Pictures,103.0,
80,Alfred Hitchcock,To Catch a Thief,2500000.0,8750000.0,7.3,1364.0,Mystery,1955-08-03,Paramount,106.0,
81,Alfred Hitchcock,Dial M for Murder,1400000.0,3000000.0,8.016,2355.0,Thriller,1954-05-29,Warner Bros. Pictures,105.0,
82,Alfred Hitchcock,Marnie,2135000.0,7000000.0,7.159,1008.0,Thriller,1964-07-17,Universal Pictures,130.0,PG
83,Alfred Hitchcock,Psycho,806947.0,32000000.0,8.436,9329.0,Horror,1960-06-22,Shamley Productions,109.0,R
84,Alfred Hitchcock,Blackmail,0.0,0.0,6.6,208.0,Drama,1929-07-28,British International Pictures,86.0,
85,Alfred Hitchcock,Rear Window,1000000.0,37034514.0,8.358,5933.0,Thriller,1954-08-01,Paramount,112.0,
86,Alfred Hitchcock,Frenzy,3500000.0,12600000.0,7.1,806.0,Crime,1972-05-25,Universal Pictures,116.0,R
87,Alfred Hitchcock,The Man Who Knew Too Much,1200000.0,11300000.0,7.466,1237.0,Thriller,1956-05-16,Paramount,120.0,
88,Alfred Hitchcock,The Birds,2500000.0,11500000.0,7.52,3708.0,Horror,1963-03-28,Alfred J. Hitchcock Productions,119.0,NR
89,Alfred Hitchcock,Strangers on a Train,1200000.0,7000000.0,7.7,1512.0,Crime,1951-06-27,Warner Bros. Pictures,103.0,
90,Alfred Hitchcock,The Lady Vanishes,0.0,0.0,7.5,820.0,Mystery,1938-10-07,Gainsborough Pictures,96.0,NR
91,Alfred Hitchcock,Rope,1500000.0,2200000.0,8.0,2402.0,Thriller,1948-03-11,Transatlantic Pictures,81.0,
92,Alfred Hitchcock,Stage Fright,1450000.0,1900000.0,6.755,278.0,Thriller,1950-02-23,Warner Bros. Pictures,110.0,
93,Alfred Hitchcock,Topaz,4000000.0,6000000.0,6.024,340.0,Drama,1969-12-17,Universal Pictures,127.0,PG
94,Alfred Hitchcock,Young and Innocent,0.0,0.0,6.589,207.0,Thriller,1937-11-01,Gaumont-British Picture Corporation,83.0,NR
95,Alfred Hitchcock,The Lodger: A Story of the London Fog,0.0,0.0,7.158,260.0,Drama,1927-02-14,Carlyle Blackwell Productions,91.0,NR
96,Alfred Hitchcock,Secret Agent,0.0,0.0,6.03,133.0,Thriller,1936-05-31,Gaumont-British Picture Corporation,86.0,
97,Alfred Hitchcock,Spellbound,1500000.0,7000000.0,7.4,793.0,Thriller,1945-11-08,Vanguard Films,111.0,NR
98,Alfred Hitchcock,Under Capricorn,2500000.0,1500000.0,5.986,147.0,Drama,1949-10-08,Transatlantic Pictures,118.0,
99,Alfred Hitchcock,The Manxman,0.0,0.0,6.0,66.0,Romance,1929-01-21,British International Pictures,100.0,
100,Alfred Hitchcock,I Confess,0.0,0.0,7.096,379.0,Drama,1953-02-18,Warner Bros. Pictures,95.0,NR
101,Alfred Hitchcock,The Trouble with Harry,1200000.0,7000000.0,7.0,746.0,Comedy,1955-10-03,Alfred J. Hitchcock Productions,99.0,
102,Alfred Hitchcock,Torn Curtain,3000000.0,13000000.0,6.594,523.0,Thriller,1966-07-15,Alfred J. Hitchcock Productions,127.0,
103,Alfred Hitchcock,Shadow of a Doubt,0.0,0.0,7.512,924.0,Thriller,1943-01-15,Universal Pictures,108.0,PG
104,Alfred Hitchcock,Family Plot,2000000.0,7900000.0,6.8,401.0,Comedy,1976-04-09,Universal Pictures,120.0,PG
105,Alfred Hitchcock,Suspicion,1103000.0,4500000.0,7.1,703.0,Mystery,1941-11-14,RKO Radio Pictures,99.0,
106,Alfred Hitchcock,The Wrong Man,1200000.0,2000000.0,7.1,479.0,Crime,1956-12-22,Warner Bros. Pictures,105.0,
107,Alfred Hitchcock,Mr. & Mrs. Smith,743000.0,1400000.0,6.2,178.0,Comedy,1941-01-31,RKO Radio Pictures,95.0,NR
108,Alfred Hitchcock,The Man Who Knew Too Much,180000.0,0.0,6.423,344.0,Thriller,1934-12-01,Gaumont-British Picture Corporation,76.0,
109,Alfred Hitchcock,The Paradine Case,4258000.0,2100000.0,6.194,214.0,Mystery,1947-12-31,Vanguard Films,114.0,
110,Alfred Hitchcock,Murder!,0.0,0.0,5.904,114.0,Mystery,1930-07-31,British International Pictures,102.0,NR
111,Alfred Hitchcock,Saboteur,780000.0,1250000.0,6.878,432.0,Thriller,1942-04-24,Universal Pictures,108.0,NR
112,Alfred Hitchcock,Jamaica Inn,0.0,0.0,6.016,188.0,Crime,1939-05-11,Mayflower Pictures,108.0,
113,Alfred Hitchcock,Foreign Correspondent,0.0,0.0,6.972,335.0,Thriller,1940-08-16,Walter Wanger Productions,120.0,NR
114,Alfred Hitchcock,Sabotage,0.0,0.0,6.713,292.0,Drama,1937-01-08,Gaumont-British Picture Corporation,77.0,NR
115,Alfred Hitchcock,Lifeboat,1590000.0,1000000.0,7.353,389.0,War,1944-01-28,20th Century Fox,96.0,NR
116,Alfred Hitchcock,The Farmer's Wife,0.0,0.0,5.6,66.0,Comedy,1928-03-02,British International Pictures,100.0,
117,Alfred Hitchcock,Rich and Strange,0.0,0.0,5.431,80.0,Comedy,1931-12-10,British International Pictures,83.0,NULL
118,Alfred Hitchcock,The Ring,0.0,0.0,5.9,82.0,Drama,1927-10-01,British International Pictures,116.0,NULL
119,Alfred Hitchcock,Easy Virtue,0.0,0.0,5.086,64.0,Romance,1928-03-05,Gainsborough Pictures,85.0,NULL
120,Alfred Hitchcock,Champagne,0.0,0.0,5.2,63.0,Comedy,1928-08-19,British International Pictures,93.0,NULL
121,Alfred Hitchcock,Number Seventeen,0.0,0.0,5.525,100.0,Thriller,1932-07-18,British International Pictures,63.0,NULL
122,Alfred Hitchcock,The Pleasure Garden,0.0,0.0,5.405,58.0,Drama,1927-01-14,Münchner Lichtspielkunst,75.0,
123,Alfred Hitchcock,Juno and the Paycock,0.0,0.0,4.536,42.0,Drama,1929-12-30,British International Pictures,94.0,
124,Alfred Hitchcock,Aventure Malgache,0.0,0.0,5.388,49.0,War,1944-01-01,Phoenix,31.0,
125,Alfred Hitchcock,Bon Voyage,0.0,0.0,5.559,59.0,War,1944-01-01,Phoenix,26.0,
126,Alfred Hitchcock,Downhill,0.0,0.0,5.764,72.0,Drama,1927-10-24,Gainsborough Pictures,106.0,NR
127,Alfred Hitchcock,The Skin Game,0.0,0.0,5.348,69.0,Drama,1931-02-26,British International Pictures,82.0,
128,Alfred Hitchcock,Waltzes from Vienna,0.0,0.0,5.211,38.0,Music,1934-03-15,Gaumont-British Picture Corporation,81.0,NULL
129,Alfred Hitchcock,Elstree Calling,0.0,0.0,5.167,15.0,Music,1930-02-06,British International Pictures,83.0,NULL
130,Alfred Hitchcock,Mary,0.0,0.0,5.357,21.0,Mystery,1931-03-02,British International Pictures,78.0,NULL
131,Alfred Hitchcock,The Mountain Eagle,0.0,0.0,2.8,4.0,Thriller,1926-11-01,Gainsborough Pictures,89.0,
132,Alfred Hitchcock,Always Tell Your Wife,0.0,0.0,5.5,2.0,Comedy,1923-02-10,,20.0,NULL
133,Alfred Hitchcock,The Fighting Generation,0.0,0.0,5.222,9.0,War,1944-10-01,Vanguard Films,4.0,NR
134,Alfred Hitchcock,Number 13,0.0,0.0,1.5,2.0,Comedy,1922-01-10,Gainsborough Pictures,13.0,NULL
135,Alfred Hitchcock,An Elastic Affair,0.0,0.0,2.0,2.0,Comedy,1930-01-19,British International Pictures,10.0,NULL
136,Alfred Hitchcock,Vertigo,2479000.0,7797728.0,8.175,5290.0,Mystery,1958-05-28,Paramount,128.0,PG
137,Ingmar Bergman,The Seventh Seal,0.0,0.0,8.197,2710.0,Fantasy,1957-02-16,SF Studios,96.0,NR
138,Ingmar Bergman,Wild Strawberries,0.0,0.0,8.13,1483.0,Drama,1957-12-26,SF Studios,91.0,
139,Ingmar Bergman,Persona,0.0,0.0,8.225,1938.0,Drama,1966-10-18,SF Studios,83.0,
140,Ingmar Bergman,Cries and Whispers,400000.0,0.0,7.949,616.0,Drama,1972-12-21,Cinematograph AB,95.0,
141,Ingmar Bergman,Crisis,0.0,0.0,6.483,87.0,Drama,1946-02-25,SF Studios,93.0,NULL
142,Ingmar Bergman,The Silence,0.0,0.0,7.494,328.0,Drama,1963-09-23,SF Studios,95.0,
143,Ingmar Bergman,The Virgin Spring,0.0,700000.0,7.812,548.0,Drama,1960-02-08,SF Studios,90.0,
144,Ingmar Bergman,Smiles of a Summer Night,0.0,0.0,7.431,218.0,Comedy,1955-12-26,SF Studios,109.0,NR
145,Ingmar Bergman,Shame,0.0,0.0,7.6,196.0,War,1968-09-29,SF Studios,103.0,
146,Ingmar Bergman,Autumn Sonata,0.0,0.0,8.0,515.0,Drama,1978-10-08,Suede Film,93.0,PG
147,Ingmar Bergman,The Magician,0.0,0.0,7.4,194.0,Drama,1958-12-26,SF Studios,101.0,NR
148,Ingmar Bergman,Face to Face,0.0,0.0,7.281,105.0,Drama,1976-04-05,Dino de Laurentiis Cinematografica,114.0,
149,Ingmar Bergman,Winter Light,0.0,0.0,7.9,395.0,Drama,1963-02-11,SF Studios,80.0,
150,Ingmar Bergman,After the Rehearsal,0.0,0.0,6.9,52.0,Drama,1984-06-21,Personafilm,70.0,
151,Ingmar Bergman,From the Life of the Marionettes,0.0,0.0,7.347,98.0,Drama,1980-10-08,Personafilm,104.0,
152,Ingmar Bergman,The Passion of Anna,0.0,0.0,7.5,152.0,Drama,1969-11-10,SF Studios,101.0,R
153,Ingmar Bergman,Brink of Life,0.0,0.0,7.407,75.0,Drama,1958-03-31,Nordisk Tonefilm,84.0,
154,Ingmar Bergman,The Magic Flute,650000.0,0.0,7.344,80.0,Fantasy,1975-10-04,Sveriges Radio (SR),134.0,G
155,Ingmar Bergman,This Can't Happen Here,0.0,0.0,5.1,15.0,Mystery,1950-10-23,SF Studios,84.0,
156,Ingmar Bergman,A Lesson in Love,0.0,0.0,6.9,50.0,Drama,1954-10-04,SF Studios,96.0,NULL
157,Ingmar Bergman,The Rite,0.0,0.0,7.0,74.0,Drama,1969-03-25,Cinematograph AB,76.0,
158,Ingmar Bergman,To Joy,0.0,0.0,7.0,56.0,Drama,1950-02-20,SF Studios,98.0,NULL
159,Ingmar Bergman,Madame de Sade,0.0,0.0,7.292,12.0,Drama,1992-01-01,Kungliga Dramatiska Teatern,104.0,
160,Ingmar Bergman,Summer Interlude,0.0,0.0,7.425,140.0,Drama,1951-10-01,SF Studios,96.0,
161,Ingmar Bergman,The Serpent's Egg,0.0,0.0,6.212,99.0,Thriller,1977-10-28,ZDF,120.0,
162,Ingmar Bergman,Sawdust and Tinsel,0.0,0.0,7.294,126.0,Drama,1953-09-14,Sandrews,93.0,
163,Ingmar Bergman,In the Presence of a Clown,0.0,0.0,7.292,24.0,Drama,1998-10-01,DR,119.0,
164,Ingmar Bergman,Summer with Monika,0.0,0.0,7.293,311.0,Drama,1953-02-09,SF Studios,98.0,
165,Ingmar Bergman,The Devil's Eye,0.0,0.0,7.2,95.0,Drama,1960-10-17,SF Studios,87.0,
166,Ingmar Bergman,Hour of the Wolf,0.0,0.0,7.434,429.0,Drama,1968-02-19,SF Studios,90.0,
167,Ingmar Bergman,Music in Darkness,0.0,0.0,6.1,37.0,Drama,1948-01-17,Terrafilm,88.0,NULL
168,Ingmar Bergman,Waiting Women,0.0,0.0,6.6,54.0,Drama,1952-11-03,SF Studios,107.0,
169,Ingmar Bergman,Port of Call,0.0,0.0,6.7,44.0,Drama,1948-10-11,SF Studios,99.0,NULL
170,Ingmar Bergman,Thirst,0.0,0.0,6.5,51.0,Drama,1949-10-17,SF Studios,83.0,NULL
171,Ingmar Bergman,Saraband,0.0,0.0,7.277,94.0,Drama,2003-12-01,SVT,120.0,NULL
172,Ingmar Bergman,It Rains on Our Love,0.0,0.0,6.9,47.0,Drama,1946-11-09,Sveriges Folkbiografer,95.0,NULL
173,Ingmar Bergman,All These Women,0.0,0.0,6.2,50.0,Comedy,1964-06-15,SF Studios,80.0,NULL
174,Ingmar Bergman,Dreams,0.0,0.0,7.2,62.0,Drama,1955-08-22,Sandrews,87.0,
175,Ingmar Bergman,Karin's Face,0.0,0.0,6.1,20.0,Documentary,1986-04-05,Cinematograph AB,14.0,NULL
176,Ingmar Bergman,The Touch,6900000.0,6530000.0,6.359,39.0,Drama,1971-07-14,ABC Pictures,112.0,
177,Ingmar Bergman,A Ship Bound for India,0.0,0.0,6.7,40.0,Drama,1947-09-22,Sveriges Folkbiografer,98.0,NULL
178,Ingmar Bergman,The Image Makers,0.0,0.0,6.533,15.0,Drama,2000-11-15,SVT Drama,99.0,NULL
179,Ingmar Bergman,The Blessed Ones,0.0,0.0,6.571,14.0,Drama,1986-02-19,SVT,81.0,NULL
180,Ingmar Bergman,Prison,0.0,0.0,7.2,41.0,Drama,1949-03-19,Terrafilm,80.0,NULL
181,Ingmar Bergman,The Making of Fanny and Alexander,0.0,0.0,6.765,17.0,Documentary,1984-09-16,Svenska Filminstitutet,110.0,NULL
182,Ingmar Bergman,Scenes from a Marriage,150000.0,0.0,8.182,305.0,Drama,1974-09-15,Cinematograph AB,169.0,
183,Ingmar Bergman,Fårö Document 1979,0.0,0.0,6.5,15.0,Documentary,1979-12-24,Cinematograph AB,103.0,NULL
184,Ingmar Bergman,The Last Gasp,0.0,0.0,7.4,5.0,Drama,1995-01-05,SVT Drama,60.0,NULL
185,Ingmar Bergman,Stimulantia,0.0,0.0,6.1,10.0,Drama,1967-03-28,SF Studios,105.0,NULL
186,Ingmar Bergman,A Dream Play,0.0,0.0,7.5,4.0,Drama,1963-05-02,Sveriges Radio-TV,113.0,NULL
187,Ingmar Bergman,Fårö Document,0.0,0.0,7.0,15.0,Documentary,1970-01-01,Cinematograph AB,57.0,NULL
188,Ingmar Bergman,Harald & Harald,0.0,0.0,5.2,5.0,Comedy,1996-01-14,Kungliga Dramatiska Teatern,10.0,NULL
189,Ingmar Bergman,The Ghost Sonata,0.0,0.0,5.8,4.0,Drama,2007-12-25,SVT,86.0,NULL
190,Ingmar Bergman,Mr. Sleeman Is Coming,0.0,0.0,5.6,6.0,Drama,1957-04-18,Sveriges Radio (SR),43.0,NULL
191,Ingmar Bergman,Storm,0.0,0.0,5.8,4.0,Drama,1960-01-22,Sveriges Radio (SR),91.0,NULL
192,Ingmar Bergman,The Condemned Women Dance,0.0,0.0,7.0,6.0,TV Movie,1976-12-05,SVT,24.0,NULL
193,Ingmar Bergman,Rabies,0.0,0.0,7.5,2.0,Drama,1958-11-07,Sveriges Radio (SR),89.0,NULL
194,Ingmar Bergman,The School of Wives,0.0,0.0,7.2,5.0,Drama,1983-12-25,SVT Drama,108.0,NULL
195,Ingmar Bergman,Behind the Scenes of 'Wild Strawberries',0.0,0.0,6.2,5.0,Documentary,2013-06-11,,17.0,NULL
196,Ingmar Bergman,The Venetian,0.0,0.0,4.2,5.0,Comedy,1958-02-21,Sveriges Radio-TV,56.0,NULL
197,Ingmar Bergman,The Misanthrope,0.0,0.0,6.0,1.0,Comedy,1974-05-10,DR,115.0,NULL
198,Ingmar Bergman,The Bacchae,0.0,0.0,8.0,2.0,TV Movie,1993-04-09,SVT,140.0,NULL
199,Ingmar Bergman,Dom Juan,0.0,0.0,0.0,0.0,Comedy,1985-04-23,,105.0,NULL
200,Ingmar Bergman,Ingmar Bergman: Making Commercials,0.0,0.0,7.7,3.0,Documentary,1951-07-14,,12.0,NULL
201,Ingmar Bergman,Daniel,0.0,0.0,8.0,2.0,Documentary,1967-01-01,,11.0,NULL
202,Ingmar Bergman,Through a Glass Darkly,0.0,0.0,7.808,435.0,Drama,1961-06-06,SF Studios,91.0,
203,Ingmar Bergman,Fanny and Alexander,6000000.0,6795771.0,7.777,697.0,Fantasy,1982-12-17,Cinematograph AB,188.0,R
204,Ingmar Bergman,The Making of 'Autumn Sonata',0.0,0.0,6.0,4.0,Documentary,1978-10-18,SF Studios,206.0,NULL
205,Steven Spielberg,War of the Worlds,132000000.0,603873119.0,6.499,7769.0,Adventure,2005-06-28,Paramount,117.0,PG-13
206,Steven Spielberg,Raiders of the Lost Ark,18000000.0,389925971.0,7.925,11533.0,Adventure,1981-06-12,Paramount,115.0,
207,Steven Spielberg,Indiana Jones and the Temple of Doom,28000000.0,333000000.0,7.294,8548.0,Adventure,1984-05-23,Paramount,118.0,PG
208,Steven Spielberg,Indiana Jones and the Last Crusade,48000000.0,474171806.0,7.846,9351.0,Adventure,1989-05-24,Paramount,127.0,PG-13
209,Steven Spielberg,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,786636033.0,5.998,7659.0,Adventure,2008-05-21,Paramount,122.0,PG-13
210,Steven Spielberg,Minority Report,102000000.0,358372926.0,7.34,8058.0,Action,2002-06-20,Digital Image Associates,145.0,PG-13
211,Steven Spielberg,Jurassic Park,63000000.0,920100000.0,7.941,15211.0,Adventure,1993-06-11,Universal Pictures,127.0,PG-13
212,Steven Spielberg,The Lost World: Jurassic Park,73000000.0,618638999.0,6.526,7780.0,Adventure,1997-05-23,Universal Pictures,129.0,PG-13
213,Steven Spielberg,Schindler's List,22000000.0,321365567.0,8.572,14678.0,Drama,1993-12-15,Amblin Entertainment,195.0,R
214,Steven Spielberg,Jaws,7000000.0,470653000.0,7.659,9598.0,Horror,1975-06-20,Zanuck/Brown Productions,124.0,
215,Steven Spielberg,E.T. the Extra-Terrestrial,10500000.0,792965500.0,7.512,10506.0,Science Fiction,1982-06-11,Universal Pictures,115.0,
216,Steven Spielberg,The Terminal,60000000.0,219417255.0,7.331,7289.0,Comedy,2004-06-17,Amblin Entertainment,128.0,
217,Steven Spielberg,Munich,70000000.0,130982129.0,7.141,2372.0,Drama,2005-12-23,Universal Pictures,164.0,R
